,,Subject1:Head_Head_End,Subject1:L_Collar_L_Humerus,,,Subject1:L_Elbow_L_Wrist,Subject1:L_Femur_L_Tibia,Subject1:L_Foot_L_Toe,Subject1:L_Humerus_L_Elbow,,Subject1:L_Tibia_L_Foot,,,Subject1:L_Wrist_L_Wrist_End,Subject1:LowerBack_Head,,,Subject1:LowerBack_L_Collar,,,Subject1:LowerBack_R_Collar,,,Subject1:R_Collar_R_Humerus,,,Subject1:R_Elbow_R_Wrist,Subject1:R_Femur_R_Tibia,Subject1:R_Foot_R_Toe,Subject1:R_Humerus_R_Elbow,,Subject1:R_Tibia_R_Foot,,,Subject1:R_Wrist_R_Wrist_End,Subject1:Root_L_Femur,,,Subject1:Root_LowerBack,,,Subject1:Root_R_Femur,,,Subject1:World_Root,,,,,,Subject1:Head_Head_End,Subject1:L_Collar_L_Humerus,,,Subject1:L_Elbow_L_Wrist,Subject1:L_Femur_L_Tibia,Subject1:L_Foot_L_Toe,Subject1:L_Humerus_L_Elbow,,Subject1:L_Tibia_L_Foot,,,Subject1:L_Wrist_L_Wrist_End,Subject1:LowerBack_Head,,,Subject1:LowerBack_L_Collar,,,Subject1:LowerBack_R_Collar,,,Subject1:R_Collar_R_Humerus,,,Subject1:R_Elbow_R_Wrist,Subject1:R_Femur_R_Tibia,Subject1:R_Foot_R_Toe,Subject1:R_Humerus_R_Elbow,,Subject1:R_Tibia_R_Foot,,,Subject1:R_Wrist_R_Wrist_End,Subject1:Root_L_Femur,,,Subject1:Root_LowerBack,,,Subject1:Root_R_Femur,,,Subject1:World_Root,,,,,,
Frame,Sub Frame,,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,R,R,,R1,R2,RX,RY,RZ,,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ,,RX',RY',RZ',R',R',,R1',R2',RX',RY',RZ',,RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',R',R',,R1',R2',RX',RY',RZ',,RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',RX',RY',RZ',TX',TY',TZ'
,,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,deg/s,mm/s,mm/s,mm/s
20,0,,15.092,3.74018,-74.3103,0,15.0233,,-15.1533,22.8905,15.3096,1.56618,-0.948781,,0,0,0,-11.7725,5.0549,8.1503,6.39875,35.5219,-9.31903,26.9328,-50.6109,83.6943,0,53.6015,,-15.4147,0.377589,4.72556,6.74008,4.79589,,-1.4918,6.75769,0.360939,3.91035,-3.95795,6.43866,-25.9487,-11.0691,-4.16497,-1.22592,-13.2098,-2.49977,-45.0688,1053.67,281.484,,258.957,-2103.98,446.23,0,322.208,,-48.423,-13.1058,88.2105,-51.1457,61.6977,,0,0,0,-570.714,1932.73,24.5276,3.98392,34.2452,22.1422,-43.0818,-98.3394,18.2571,0,-270.198,,114.725,-42.3373,187.492,89.0351,-79.1852,,-175.974,1.3076,-15.8603,-14.7969,32.503,-75.035,168.686,90.56,3.47866,-12.2166,36.3481,57.6584,-78.4568,726.473,27.9516
21,0,,12.3025,32.7403,-79.0713,0,19.0892,,-10.8652,24.0555,15.2729,0.990468,-0.998049,,0,0,0,-4.5773,-21.0509,7.51755,6.41882,36.6194,-8.96646,26.6715,-52.2864,84.1003,0,50.7991,,-14.2533,-0.109329,6.7407,7.47669,4.27823,,-3.56839,6.87178,0.117478,3.90054,-3.55965,5.47265,-24.2003,-10.084,-4.27897,-1.38952,-12.7789,-1.79479,-45.7501,1060.05,281.484,,-278.956,2900.01,-476.1,0,406.588,,428.812,116.504,-3.67037,-57.5708,-4.92679,,0,0,0,719.516,-2610.58,-63.2744,2.00761,109.75,35.2566,-26.1308,-167.552,40.5932,0,-280.238,,116.131,-48.6918,201.514,73.6618,-51.766,,-207.658,11.4091,-24.3461,-0.980986,39.8301,-96.6015,174.847,98.5122,-11.4005,-16.3601,43.0948,70.4972,-68.1259,638.545,0.0596046
22,0,,14.2852,12.7849,-74.8291,0,24.2524,,-10.944,23.8689,14.1114,0.156204,-2.94477,,0,0,0,-9.70363,-2.85655,7.0516,5.7956,35.9855,-8.23732,25.5741,-52.228,83.1249,0,47.9427,,-13.213,-0.565624,8.86995,7.9592,3.44282,,-5.99377,7.13985,-0.131823,3.99738,-3.12971,4.33278,-22.343,-9.11663,-4.52326,-1.63817,-12.263,-1.00814,-46.4099,1065.28,281.38,,198.276,-1995.54,424.221,0,516.329,,-7.88264,-18.6688,-116.149,-83.4264,-194.672,,0,0,0,-512.633,1819.44,-46.5947,-62.3222,-63.3965,72.9142,-109.74,5.84698,-97.5331,0,-285.636,,104.036,-45.6295,212.925,48.2502,-83.5403,,-242.539,26.8072,-24.9301,9.68414,42.9937,-113.987,185.721,96.7349,-24.4292,-24.8652,51.594,78.6653,-65.9827,522.864,-10.4636
23,0,,13.2086,22.8236,-75.5593,0,30.2777,,-8.25551,24.5269,11.9757,-0.59598,-5.65875,,0,0,0,-7.31444,-11.8368,6.2832,5.51464,36.7006,-7.58414,24.8546,-53.4965,82.7851,0,44.988,,-12.15,-1.12103,11.0594,8.14006,2.83209,,-8.80016,7.3941,-0.250355,4.13966,-2.73066,3.25176,-20.4223,-8.18374,-4.70068,-1.86818,-11.644,-0.285855,-47.2017,1069.19,280.968,,-107.669,1003.87,-73.0216,0,602.524,,268.849,65.8034,-213.572,-75.2184,-271.399,,0,0,0,238.92,-898.028,-76.8404,-28.0962,71.5135,65.3174,-71.9453,-126.853,-33.9836,0,-295.474,,106.3,-55.5411,218.942,18.0861,-61.073,,-280.639,25.4251,-11.8532,14.2278,39.9044,-108.102,192.074,93.2884,-17.7416,-23.001,61.8945,72.2286,-79.1818,391.305,-41.2077
24,0,,13.6213,19.2639,-74.3521,0,37.0077,,-6.70272,24.9004,8.86185,-1.42206,-11.3852,,0,0,0,-8.01765,-8.62538,5.88585,4.83016,36.2307,-6.76511,23.6403,-53.5128,81.5506,0,42.0376,,-11.2002,-1.64625,13.1878,7.99873,2.05099,,-11.7797,7.55817,-0.32001,4.40322,-2.28854,2.14849,-18.3835,-7.29593,-4.87946,-2.1802,-10.9598,0.408214,-48.0539,1071.51,280.491,,41.2718,-355.972,120.728,0,673.004,,155.279,37.3541,-311.384,-82.6082,-572.641,,0,0,0,-70.3212,321.145,-39.7351,-68.4484,-46.9903,81.9031,-121.437,-1.63071,-123.454,0,-295.036,,94.9773,-52.5218,212.842,-14.1322,-78.11,,-297.951,16.4073,-6.96545,26.3559,44.2121,-110.327,203.884,88.7817,-17.8783,-31.2019,68.4199,69.4068,-85.2231,232.112,-47.6301
25,0,,14.9028,8.40696,-70.7448,0,44.4046,,-6.06485,25.1201,5.28036,-1.86063,-15.0536,,0,0,0,-10.3348,1.38954,5.52679,4.38161,36.5195,-6.06152,22.6719,-54.2353,80.653,0,39.0486,,-10.2907,-2.21109,15.113,7.5373,1.8085,,-15.0942,7.6963,-0.20035,4.7054,-1.92483,1.24012,-16.2493,-6.45205,-4.87693,-2.48741,-10.1594,0.934217,-49.1378,1072.17,279.832,,128.153,-1085.7,360.721,0,739.688,,63.7865,21.972,-358.149,-43.857,-366.845,,0,0,0,-231.712,1001.49,-35.9058,-44.8549,28.8808,70.3591,-96.8338,-72.2453,-89.7548,0,-298.905,,90.9482,-56.4837,192.524,-46.1431,-24.2493,,-331.451,13.8128,11.966,30.218,36.3718,-90.8374,213.417,84.3872,0.252802,-30.721,80.0358,52.6003,-108.383,65.434,-65.8929
26,0,,12.8426,30.885,-74.5767,0,52.1051,,-2.28588,26.2917,1.25849,-2.17153,-19.9799,,0,0,0,-5.29799,-19.5589,4.9231,3.9453,36.824,-5.46272,21.7306,-54.8573,79.7302,0,36.0905,,-9.48085,-2.79679,16.6856,6.76785,1.77731,,-18.4707,7.70405,0.0209344,5.14221,-1.54204,0.464754,-13.9697,-5.61272,-4.74065,-2.87346,-9.31224,1.33326,-50.4118,1071.06,279.192,,-206.023,2247.8,-383.182,0,770.045,,377.897,117.157,-402.187,-31.0902,-492.63,,0,0,0,503.679,-2094.84,-60.3693,-43.631,30.4541,59.8802,-94.1335,-62.2019,-92.2827,0,-295.802,,80.9881,-58.5695,157.253,-76.9451,-3.11871,,-337.656,0.774714,22.1285,43.6811,38.279,-77.5364,227.956,83.933,13.6285,-38.6043,84.7206,39.9042,-127.4,-110.412,-63.9975
27,0,,15.2921,6.55635,-68.987,0,59.9465,,-2.86215,26.408,-2.92462,-2.30433,-25.0108,,0,0,0,-10.1239,2.70333,4.92754,3.62599,36.894,-4.98172,20.6841,-55.2335,78.6659,0,33.1766,,-8.80979,-3.36915,17.7391,5.72429,1.94861,,-21.9456,7.59001,0.344265,5.52927,-1.19225,-0.14143,-11.6109,-4.79442,-4.44726,-3.26192,-8.41818,1.59398,-51.8796,1068.24,278.667,,244.958,-2432.86,558.968,0,784.14,,-57.6277,11.6325,-418.311,-13.2793,-503.085,,0,0,0,-482.589,2226.22,0.444005,-31.9309,6.99855,48.1003,-104.648,-37.6186,-106.426,0,-291.399,,67.1061,-57.2363,105.357,-104.356,17.13,,-347.482,-11.4042,32.333,38.7059,34.9786,-60.6184,235.889,81.8302,29.3388,-38.8464,89.4068,26.0723,-146.786,-282.753,-52.5057
28,0,,12.9454,33.9217,-74.2684,0,67.7762,,1.16672,27.9165,-7.04157,-2.2988,-29.7108,,0,0,0,-4.18271,-23.0308,4.58593,3.48954,37.4571,-4.7287,19.8656,-55.9551,77.9321,0,30.3483,,-8.24303,-3.96431,18.0953,4.43464,2.22762,,-25.4288,7.36715,0.742409,6.04142,-0.857834,-0.5869,-9.1422,-3.99559,-4.0123,-3.70779,-7.49965,1.72644,-53.5411,1063.75,278.222,,-234.67,2736.53,-528.142,0,782.974,,402.887,150.846,-411.695,0.552584,-470.007,,0,0,0,594.117,-2573.42,-34.1608,-13.6446,56.306,25.3019,-81.8544,-72.1596,-73.3856,0,-282.825,,56.6755,-59.5164,35.615,-128.965,27.9008,,-348.324,-22.2861,39.8144,51.2148,33.4416,-44.5471,246.865,79.883,43.4958,-44.5871,91.853,13.2463,-166.148,-449.121,-44.5336
29,0,,14.0299,20.9859,-73.5632,0,75.4085,,1.82665,28.6401,-10.9193,-2.21279,-34.0842,,0,0,0,-6.29554,-11.8882,5.02536,3.40253,37.0954,-4.61543,18.7285,-55.7384,76.8231,0,27.6046,,-7.85179,-4.54355,17.6152,2.96535,2.3134,,-28.9258,7.07604,1.14301,6.43579,-0.527707,-0.937205,-6.65659,-3.29555,-3.52441,-4.12737,-6.59014,1.8087,-55.2984,1057.81,278.015,,108.447,-1293.58,70.5176,0,763.225,,65.9931,72.3554,-387.771,8.60102,-437.335,,0,0,0,-211.283,1114.26,43.9426,-8.70076,-36.1645,11.3267,-113.704,21.6691,-110.899,0,-274.368,,39.1249,-57.924,-48.0029,-146.929,8.57754,,-349.7,-29.1101,40.0597,39.4377,33.0127,-35.0304,248.561,70.0046,48.7893,-41.9581,90.9503,8.22608,-175.727,-593.746,-20.6977
30,0,,15.1111,11.5543,-69.4626,0,82.8689,,2.0249,29.4073,-14.4427,-2.12834,-37.2237,,0,0,0,-8.1657,-3.29888,4.7037,4.05224,39.4819,-4.8772,18.2629,-58.2789,76.9642,0,24.9662,,-7.44609,-5.111,16.1683,1.25988,2.46239,,-32.4382,6.65699,1.64071,6.91997,-0.212776,-1.13673,-4.09929,-2.63205,-2.8597,-4.58741,-5.67476,1.74153,-57.3093,1050.4,277.911,,108.119,-943.161,410.06,0,746.04,,19.8249,76.7247,-352.339,8.44504,-313.95,,0,0,0,-187.016,858.933,-32.166,64.9706,238.644,-26.1775,-46.5588,-254.051,14.1132,0,-263.844,,40.5694,-56.7447,-144.696,-170.547,14.8993,,-351.243,-41.9059,49.7708,48.4178,31.493,-19.9522,255.731,66.3494,66.4715,-46.0041,91.538,-6.71757,-201.09,-741.243,-10.3652
31,0,,13.5396,32.5882,-74.1392,0,89.9351,,5.18757,31.2318,-17.5353,-2.10837,-39.8821,,0,0,0,-3.27693,-23.3295,5.14642,4.32923,39.5971,-5.16821,17.1597,-58.4151,76.1059,0,22.3963,,-7.21459,-5.62047,13.8217,-0.554549,2.33405,,-35.9093,6.19488,2.11648,7.37786,0.159021,-1.30163,-1.55562,-2.13786,-2.19044,-5.03409,-4.8211,1.66314,-59.3851,1041.92,277.992,,-157.155,2103.39,-467.657,0,706.627,,316.268,182.454,-309.268,1.99664,-265.842,,0,0,0,488.877,-2003.06,44.2729,27.6992,11.5184,-29.1001,-110.327,-13.6262,-85.8343,0,-256.988,,23.1506,-50.9471,-234.663,-181.443,-12.8342,,-347.107,-46.2105,47.5762,45.7889,37.1798,-16.4902,254.367,49.4187,66.9252,-44.6672,85.3663,-7.83915,-207.581,-847.912,8.05855
32,0,,14.5297,20.7577,-73.5859,0,96.5261,,5.65015,32.3847,-20.184,-2.21486,-41.9827,,0,0,0,-5.28062,-13.3154,5.86456,4.82704,39.7489,-5.62887,15.9152,-58.6456,75.2606,0,19.8246,,-7.02387,-6.14106,10.7989,-2.40279,1.83318,,-39.3717,5.694,2.58413,7.69407,0.580054,-1.42305,0.913797,-1.8546,-1.51719,-5.41031,-4.05072,1.5754,-61.4943,1032.7,278.269,,99.0156,-1183.05,55.3245,0,659.099,,46.2574,115.281,-264.869,-10.6487,-210.06,,0,0,0,-200.369,1001.41,71.8131,49.7806,15.1787,-46.0669,-124.445,-23.0492,-84.5325,0,-257.169,,19.0721,-52.0589,-302.276,-184.824,-50.0867,,-346.241,-50.088,46.7658,31.621,42.1033,-12.1424,246.942,28.3261,67.3252,-37.6228,77.0379,-8.77413,-210.918,-921.905,27.6506
33,0,,14.6737,21.4612,-72.5437,0,102.614,,6.72601,33.9133,-22.3933,-2.49408,-43.1587,,0,0,0,-4.96117,-14.3077,5.92598,5.16323,39.4962,-6.09984,14.6795,-58.39,74.2956,0,17.2425,,-6.86554,-6.5702,7.40886,-4.3106,1.36354,,-42.7955,5.12415,3.11196,8.01044,1.11034,-1.51351,3.31255,-1.57199,-0.763902,-5.75453,-3.39139,1.42228,-63.7085,1022.98,278.609,,14.3943,70.3467,104.225,0,608.752,,107.587,152.87,-220.926,-27.9223,-117.595,,0,0,0,31.9453,-99.233,6.14282,33.6193,-25.2683,-47.0964,-123.576,25.5674,-96.499,0,-258.21,,15.8323,-42.9142,-339.004,-190.782,-46.9641,,-342.377,-56.9852,52.7827,31.6368,53.029,-9.04601,239.875,28.2612,75.329,-34.4218,65.9332,-15.3119,-221.419,-971.878,34.0044
34,0,,14.6312,24.3629,-73.5997,0,108.079,,8.20139,35.7158,-24.2118,-2.98794,-43.717,,0,0,0,-3.90193,-17.5418,6.5472,5.64497,39.4125,-6.63791,13.317,-58.3853,73.3131,0,14.4696,,-6.65719,-7.08174,4.15213,-6.19013,0.787757,,-46.1476,4.44871,3.68916,8.21524,1.68733,-1.50505,5.64786,-1.28635,0.0645553,-6.03037,-2.83273,1.201,-66.0189,1013.33,279.099,,-4.24684,290.177,-105.604,0,546.526,,147.538,180.244,-181.85,-49.3853,-55.8388,,0,0,0,105.924,-323.415,62.1213,48.1734,-8.36527,-53.8074,-136.251,0.4706,-98.2427,0,-277.29,,20.8349,-51.1538,-325.673,-187.952,-57.5781,,-335.209,-67.5437,57.7198,20.4802,57.6981,0.846666,233.531,28.5637,82.8457,-27.584,55.8661,-22.1273,-231.048,-965.047,49.0397
35,0,,14.8581,23.533,-73.762,0,112.824,,9.30184,37.5504,-25.6782,-3.68503,-43.588,,0,0,0,-3.81399,-17.2825,7.06646,6.13054,39.4689,-7.12129,11.8751,-58.5836,72.2444,0,11.536,,-6.40861,-7.66402,1.37563,-8.11089,0.246929,,-49.3849,3.71236,4.2992,8.28608,2.33999,-1.47928,7.83533,-0.75513,0.915742,-6.20769,-2.41603,0.948558,-68.3385,1004.23,279.662,,22.6887,-82.9972,-16.2258,0,474.499,,110.044,183.464,-146.641,-69.7088,12.9074,,0,0,0,8.79374,25.9371,51.9264,48.5575,5.63525,-48.3382,-144.184,-19.8301,-106.879,0,-293.363,,24.8583,-58.2281,-277.65,-192.076,-54.0828,,-323.732,-73.635,61.0043,7.08367,65.2669,2.57659,218.747,53.1224,85.1187,-17.7314,41.6702,-25.2446,-231.961,-909.4,56.2966
36,0,,14.9651,23.665,-74.0725,0,116.747,,10.4388,39.5007,-26.8337,-4.53775,-42.8628,,0,0,0,-3.56209,-17.7836,7.5595,6.54094,39.5291,-7.47102,10.3719,-58.8333,71.0668,0,8.51654,,-6.12936,-8.33836,-0.670036,-10.162,-0.204935,,-52.439,2.97769,4.90576,8.19318,3.04892,-1.50726,9.78119,0.196552,1.69862,-6.2598,-2.16084,0.717164,-70.5447,996.232,280.229,,10.7034,13.2072,-31.0541,0,392.331,,113.694,195.028,-115.551,-85.2722,72.5151,,0,0,0,25.1898,-50.1116,49.3045,41.04,6.02696,-34.9724,-150.322,-24.9773,-117.752,0,-301.945,,27.9248,-67.4345,-204.566,-205.109,-45.1864,,-305.413,-73.4675,60.6563,-9.28931,70.8926,-2.79836,194.586,95.1682,78.2875,-5.21148,25.5184,-23.1394,-220.619,-800.228,56.7347
37,0,,15.0197,23.7075,-74.2649,0,119.756,,11.4682,41.4389,-27.7052,-5.45501,-41.7147,,0,0,0,-3.43169,-18.0536,7.97384,6.8291,39.5535,-7.64642,8.90214,-59.0654,69.8748,0,5.60395,,-5.84893,-9.09112,-1.89762,-12.3331,-0.667309,,-55.2305,2.34852,5.45,7.91341,3.78199,-1.68483,11.351,1.5541,2.28096,-6.15725,-2.07451,0.584178,-72.4577,989.83,280.697,,5.45818,4.24462,-19.2338,0,300.844,,102.945,193.816,-87.1524,-91.726,114.81,,0,0,0,13.0405,-27.0042,41.4338,28.8163,2.43257,-17.5399,-146.977,-23.2022,-119.203,0,-291.258,,28.0432,-75.2753,-122.758,-217.113,-46.2374,,-279.148,-62.9168,54.4239,-27.9771,73.3074,-17.756,156.982,135.755,58.2347,10.2554,8.6337,-13.2986,-191.292,-640.273,46.7569
38,0,,15.0453,23.4756,-74.284,0,121.839,,12.301,43.0808,-28.2529,-6.326,-39.6365,,0,0,0,-3.46648,-17.9071,8.27719,8.30757,43.4816,-8.11868,7.01613,-63.6428,68.8795,0,3.03072,,-5.37702,-9.85754,-2.38156,-14.1466,-1.52118,,-57.6826,1.89334,5.85977,7.42603,4.46978,-2.05422,12.4583,2.67772,2.61091,-5.8894,-2.08487,0.58957,-74.0364,985.5,280.969,,2.55876,-23.1834,-1.91519,0,208.311,,83.2798,164.192,-54.7651,-87.0997,207.821,,0,0,0,-3.47872,14.6578,30.3347,147.846,392.813,-47.2267,-188.6,-457.74,-99.5309,0,-257.323,,47.1914,-76.642,-48.3937,-181.353,-85.3871,,-245.214,-45.518,40.9766,-48.738,68.7789,-36.9398,110.729,112.361,32.9943,26.7849,-1.0368,0.539142,-157.871,-432.998,27.2006
39,0,,14.9745,23.0673,-74.2076,0,122.807,,12.9445,44.6274,-28.6111,-7.00175,-38.5266,,0,0,0,-3.62396,-17.4596,8.53008,6.912,39.2698,-7.3573,6.36305,-59.1779,67.7973,0,1.19358,,-5.36858,-10.5342,-2.24575,-15.8843,-2.35156,,-59.5303,1.85951,6.1364,6.93096,5.18251,-2.82016,13.0086,4.06944,2.47822,-5.53725,-2.3373,0.882087,-74.8804,983.538,281.025,,-7.07283,-40.8312,7.64776,0,96.8671,,64.3474,154.664,-35.817,-67.5749,110.994,,0,0,0,-15.7484,44.741,25.2895,-139.556,-421.175,76.1381,-65.3083,446.481,-108.222,0,-183.714,,0.8434,-67.6653,13.581,-173.764,-83.0381,,-184.768,-3.38274,27.6632,-49.5072,71.2721,-76.5934,55.0326,139.173,-13.2688,35.2144,-25.2425,29.2518,-84.4039,-196.224,5.6088
40,0,,14.7796,22.4954,-73.9817,0,122.772,,13.3227,45.74,-28.6408,-7.4429,-37.4548,,0,0,0,-3.89485,-16.71,8.6607,7.91537,42.7529,-7.4682,4.99439,-63.0343,67.2434,0,0.176001,,-5.04177,-11.2663,-1.603,-17.0016,-3.13856,,-60.7153,2.14346,6.2448,6.45993,5.74603,-3.80938,13.0707,4.97492,2.03757,-5.14857,-2.65737,1.37179,-75.2263,984.143,280.8,,-19.4911,-57.1924,22.584,0,-3.50525,,37.8214,111.256,-2.97164,-44.1146,107.177,,0,0,0,-27.0893,74.967,13.0614,100.336,348.309,-11.0897,-136.866,-385.635,-55.384,0,-101.758,,32.6813,-73.2078,64.2743,-111.731,-78.6995,,-118.499,28.3952,10.8395,-47.1025,56.3528,-98.9222,6.20326,90.5476,-44.0646,38.8685,-32.0074,48.9705,-34.5878,60.5047,-22.4799
41,0,,14.7944,18.7991,-73.1945,0,121.788,,13.1204,46.3366,-28.3272,-7.63112,-36.6689,,0,0,0,-5.03757,-13.0774,8.76033,6.63181,39.1528,-6.6726,5.11151,-59.1029,67.2235,0,0.0280918,,-5.0772,-11.7089,-0.525229,-17.541,-3.41003,,-61.1804,2.70187,6.19845,6.08551,6.1762,-5.00609,12.6521,5.49434,1.39086,-4.75716,-3.00906,2.00137,-75.1829,987.244,280.274,,1.47959,-369.626,78.7213,0,-98.4572,,-20.2347,59.6586,31.3565,-18.8217,78.5871,,0,0,0,-114.272,363.26,9.9632,-128.355,-360.014,79.5596,11.7127,393.139,-1.99032,0,-14.791,,-3.54252,-44.2677,107.778,-53.9387,-27.1479,,-46.5081,55.8409,-4.63484,-37.4426,43.0166,-119.671,-41.8592,51.9419,-64.6717,39.141,-35.1691,62.9574,4.34071,310.141,-52.6518
42,0,,13.9372,23.6002,-74.3236,0,119.925,,13.373,46.6631,-27.6397,-7.61313,-36.2489,,0,0,0,-3.73286,-17.0324,9.0684,7.36408,42.2957,-6.66581,4.57989,-62.4183,67.5398,0,0.68077,,-4.80471,-12.0617,1.01588,-17.7506,-2.96119,,-60.887,3.44477,6.01523,5.84933,6.40819,-6.25097,11.8191,5.89187,0.642675,-4.4177,-3.36084,2.6931,-74.8776,992.664,279.475,,-85.723,480.104,-112.907,0,-186.262,,25.2618,32.6565,68.7484,1.79916,42.0067,,0,0,0,130.471,-395.502,30.8067,73.2263,314.293,0.679775,-53.1623,-331.537,31.6299,0,65.2678,,27.2489,-35.275,154.111,-20.9641,44.884,,29.3384,74.29,-18.322,-23.6181,23.1992,-124.488,-83.2934,39.7534,-74.8182,33.9456,-35.1774,69.1737,30.5273,541.955,-79.8643
43,0,,14.2268,15.3109,-72.7537,0,117.262,,12.0419,46.1139,-26.5126,-7.51414,-36.2687,,0,0,0,-6.18458,-9.20569,9.13305,6.52566,40.0872,-6.10693,5.28331,-59.9044,68.3793,0,1.96842,,-4.70422,-12.1575,3.15921,-17.9694,-1.74044,,-59.9149,4.19271,5.7114,5.73332,6.41018,-7.43327,10.6284,6.49909,-0.0579654,-4.1321,-3.66204,3.33005,-74.4653,1000,278.423,,28.9593,-828.929,156.991,0,-266.316,,-133.107,-54.9243,112.714,9.89822,-1.97973,,0,0,0,-245.172,782.67,6.46469,-83.8416,-220.854,55.8873,70.3414,251.389,83.9485,0,128.765,,10.0491,-9.57627,214.333,-21.8745,122.076,,97.2107,74.794,-30.3833,-11.6004,0.199143,-118.23,-119.075,60.7221,-70.064,28.5604,-30.12,63.6948,41.23,733.62,-105.157
44,0,,12.5695,27.2767,-75.4579,0,113.929,,12.253,45.8006,-25.0587,-7.38137,-36.6727,,0,0,0,-2.68804,-19.5734,9.71834,6.63833,41.3532,-6.04258,6.00266,-61.095,69.6963,0,4.13935,,-4.39539,-12.2177,5.55669,-16.9051,-0.031948,,-58.2865,4.93094,5.33785,5.76119,6.25306,-8.44632,8.97912,6.05161,-0.702311,-3.93525,-3.95713,3.87339,-73.8691,1008.85,277.28,,-165.73,1196.58,-270.428,0,-333.338,,21.1125,-31.3304,145.392,13.277,-40.403,,0,0,0,349.654,-1036.77,58.529,11.2672,126.598,6.43558,71.9353,-119.065,131.695,0,217.092,,30.8825,-6.02406,239.747,106.424,170.849,,162.845,73.8234,-37.3544,2.78702,-15.7118,-101.306,-164.927,-44.7478,-64.4346,19.6855,-29.5095,54.334,59.6195,885.129,-114.334
45,0,,13.7268,9.4839,-72.62,0,109.998,,9.48295,44.5602,-23.2761,-7.32614,-37.5214,,0,0,0,-7.85458,-3.25474,9.73927,6.31772,40.8942,-5.90063,7.25425,-60.4415,71.2567,0,7.16308,,-4.05283,-12.2911,8.08089,-14.4476,1.56791,,-56.1451,5.54014,4.86041,5.81592,5.87904,-9.20981,6.79601,4.26171,-1.30193,-3.78637,-4.19734,4.27664,-73.0005,1018.73,276.092,,115.733,-1779.28,283.794,0,-393.1,,-277.009,-124.042,178.251,5.5234,-84.8712,,0,0,0,-516.654,1631.87,2.09371,-32.0612,-45.9013,14.1949,125.159,65.3499,156.046,0,302.374,,34.256,-7.3387,252.42,245.755,159.985,,214.131,60.92,-47.744,5.47218,-37.4028,-76.3488,-218.311,-178.99,-59.9621,14.8877,-24.0209,40.3253,86.8641,987.506,-118.858
46,0,,10.8064,32.2979,-77.154,0,105.535,,10.1745,44.204,-21.2248,-7.4067,-38.7446,,0,0,0,-1.00673,-23.2663,10.5205,6.23505,41.418,-5.96526,8.81439,-60.7836,73.1347,0,11.0143,,-3.56265,-12.5051,10.6182,-10.9166,2.37844,,-53.5546,5.99972,4.27136,5.96273,5.28652,-9.7074,4.07733,1.23475,-1.99033,-3.70525,-4.39862,4.55343,-71.7454,1029.17,274.839,,-292.039,2281.4,-453.401,0,-446.217,,69.1544,-35.6123,205.137,-8.05612,-122.317,,0,0,0,684.784,-2001.15,78.1271,-8.26722,52.3882,-6.46302,156.014,-34.2056,187.797,0,385.123,,49.0176,-21.4052,253.727,353.097,81.0531,,259.053,45.9572,-58.9046,14.6812,-59.2518,-49.7584,-271.868,-302.696,-68.8398,8.11192,-20.128,27.679,125.502,1044.13,-125.256
47,0,,11.1114,19.521,-76.2934,0,100.594,,7.69842,43.1376,-18.9922,-7.64997,-40.2742,,0,0,0,-4.78594,-11.6389,10.3283,6.14527,41.6271,-6.06464,10.5291,-60.7906,75.0382,0,15.4864,,-2.98508,-12.9215,13.0786,-7.10258,3.37609,,-50.5986,6.30258,3.5265,6.09603,4.44873,-9.98144,0.92465,-2.19069,-2.90755,-3.6659,-4.55031,4.75638,-70.0142,1039.75,273.657,,30.4988,-1277.69,86.0624,0,-494.172,,-247.607,-106.647,223.258,-24.3266,-152.96,,0,0,0,-377.921,1162.74,-19.2243,-8.97833,20.9038,-9.93831,171.467,-0.696679,190.352,0,447.214,,57.7576,-41.6314,246.045,381.402,99.7657,,295.599,30.2861,-74.486,13.3305,-83.7784,-27.4044,-315.268,-342.544,-91.722,3.93462,-15.1689,20.2948,173.13,1058.67,-118.187
