Segments
100
,,Subject1:LowerBack,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm
367,0,-14.7956,134.813,129.815,11.7034,493.777,1201.45
368,0,-14.129,134.526,129.394,10.2035,495.529,1209.17
369,0,-13.3093,134.225,128.902,8.57853,497.21,1216.36
370,0,-12.3499,133.894,128.363,6.834,498.842,1222.81
371,0,-11.2519,133.529,127.776,4.99177,500.395,1228.38
372,0,-10.0226,133.12,127.158,3.06489,501.903,1232.94
373,0,-8.70329,132.648,126.535,1.10753,503.427,1236.42
374,0,-7.31534,132.127,125.908,-0.870167,504.926,1238.79
375,0,-5.87285,131.561,125.289,-2.88808,506.415,1240.05
376,0,-4.51877,130.927,124.681,-4.56142,507.903,1240.12
377,0,-3.09532,130.301,124.102,-6.52179,509.323,1239
378,0,-1.72143,129.691,123.583,-8.66809,510.681,1236.93
379,0,-0.424924,129.12,123.068,-10.7367,511.868,1233.47
380,0,0.883252,128.548,122.565,-12.9472,512.929,1229.13
381,0,2.07543,128.023,122.099,-15.1987,513.902,1223.81
382,0,3.15815,127.537,121.637,-17.3695,514.73,1217.68
383,0,4.15364,127.059,121.212,-19.5171,515.57,1210.93
384,0,5.03377,126.657,120.782,-21.5761,516.141,1203.52
385,0,5.79731,126.288,120.368,-23.4696,516.615,1195.76
386,0,6.44188,125.948,119.983,-25.1613,517.025,1187.91
387,0,6.96558,125.631,119.64,-26.62,517.414,1180.25
388,0,7.36565,125.335,119.353,-27.8152,517.832,1173.1
389,0,7.64125,125.057,119.14,-28.7329,518.337,1166.75
390,0,7.78098,124.801,119.005,-29.3459,518.919,1161.41
391,0,7.84511,124.562,118.972,-29.7711,519.707,1157.52
392,0,7.82295,124.357,119.018,-29.9841,520.62,1155.08
393,0,7.74349,124.18,119.142,-30.0082,521.695,1154.24
394,0,7.62552,124.032,119.329,-29.8638,522.923,1154.99
395,0,7.49693,123.926,119.549,-29.5758,524.216,1157.29
396,0,7.36835,123.843,119.794,-29.1254,525.622,1160.99
397,0,7.22805,123.808,120.014,-28.436,526.934,1165.89
398,0,7.12435,123.813,120.234,-27.6953,528.261,1171.87
399,0,7.03686,123.868,120.42,-26.8314,529.497,1178.65
400,0,6.95573,123.978,120.57,-25.8519,530.59,1186.01
401,0,6.86892,124.149,120.679,-24.7624,531.496,1193.7
402,0,6.75835,124.383,120.754,-23.5646,532.2,1201.5
403,0,6.60522,124.677,120.806,-22.2604,532.701,1209.2
404,0,6.4045,125.027,120.843,-20.8495,533.013,1216.64
405,0,6.13356,125.423,120.885,-19.3219,533.154,1223.52
406,0,5.80789,125.858,120.938,-17.767,533.172,1229.75
407,0,5.40602,126.28,121.02,-15.9994,533.142,1235.46
408,0,4.8924,126.728,121.146,-14.0795,532.997,1240.15
409,0,4.33287,127.124,121.306,-11.9406,532.904,1244.06
410,0,3.69236,127.481,121.492,-9.52316,532.784,1246.78
411,0,3.14467,127.82,121.736,-7.43812,532.735,1248.43
412,0,2.5103,128.075,121.991,-4.89552,532.71,1248.95
413,0,1.88752,128.272,122.259,-2.22754,532.691,1248.26
414,0,1.29017,128.415,122.53,0.529385,532.668,1246.33
415,0,0.738424,128.515,122.785,3.34612,532.594,1243.17
416,0,0.266946,128.587,123.012,6.14875,532.415,1238.79
417,0,-0.123819,128.638,123.212,8.89318,532.154,1233.25
418,0,-0.413752,128.672,123.377,11.5419,531.799,1226.66
419,0,-0.59247,128.703,123.502,14.044,531.314,1219.18
420,0,-0.653961,128.735,123.583,16.3537,530.686,1211.02
421,0,-0.587182,128.764,123.629,18.4096,529.953,1202.44
422,0,-0.390139,128.775,123.647,20.1848,529.162,1193.71
